mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
117	115	1385/6	1385/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	2	1/24		1/16	2/3	1523													
118	116	231	231	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1524		articStaccatoAbove											
118	116	929/4	929/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1525									207				
118	116	465/2	465/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1526									207				
118	116	931/4	931/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1527									207				
118	116	231	231	0.16666666666666666	0	0	Chord	2/4	2	2	1/24		1/16	2/3	1528													
118	116	1387/6	1387/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	2	1/24		1/16	2/3	1529													
118	116	694/3	694/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	2	1/24		1/16	2/3	1530													
118	116	463/2	463/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	2	1/24		1/16	2/3	1531													
118	116	695/3	695/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	2	1/24		1/16	2/3	1532													
118	116	1391/6	1391/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	2	1/24		1/16	2/3	1533													
118	116	232	232	0.16666666666666666	1/4	1/4	Chord	2/4	2	2	1/24		1/16	2/3	1534													
118	116	1393/6	1393/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	2	1/24		1/16	2/3	1535													
118	116	697/3	697/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	2	1/24		1/16	2/3	1536													
118	116	465/2	465/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	2	1/24		1/16	2/3	1537													
118	116	698/3	698/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	2	1/24		1/16	2/3	1538													
118	116	1397/6	1397/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	2	1/24		1/16	2/3	1539													
119	117	233	233	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1540		articStaccatoAbove											
119	117	937/4	937/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1541									208				
119	117	469/2	469/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1542									208				
119	117	939/4	939/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1543									208				
119	117	233	233	0.16666666666666666	0	0	Chord	2/4	2	2	1/24		1/16	2/3	1544													
119	117	1399/6	1399/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	2	1/24		1/16	2/3	1545													
119	117	700/3	700/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	2	1/24		1/16	2/3	1546													
119	117	467/2	467/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	2	1/24		1/16	2/3	1547													
119	117	701/3	701/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	2	1/24		1/16	2/3	1548													
119	117	1403/6	1403/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	2	1/24		1/16	2/3	1549													
119	117	234	234	0.16666666666666666	1/4	1/4	Chord	2/4	2	2	1/24		1/16	2/3	1550													
119	117	1405/6	1405/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	2	1/24		1/16	2/3	1551													
119	117	703/3	703/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	2	1/24		1/16	2/3	1552													
119	117	469/2	469/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	2	1/24		1/16	2/3	1553													
119	117	704/3	704/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	2	1/24		1/16	2/3	1554													
119	117	1409/6	1409/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	2	1/24		1/16	2/3	1555													
120	118	235	235	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1556		articStaccatoAbove											
120	118	945/4	945/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1557									209				
120	118	473/2	473/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1558									209				
120	118	947/4	947/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1559									209				
120	118	235	235	0.16666666666666666	0	0	Chord	2/4	2	2	1/24		1/16	2/3	1560													
120	118	1411/6	1411/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	2	1/24		1/16	2/3	1561													
120	118	706/3	706/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	2	1/24		1/16	2/3	1562													
120	118	471/2	471/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	2	1/24		1/16	2/3	1563													
120	118	707/3	707/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	2	1/24		1/16	2/3	1564													
120	118	1415/6	1415/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	2	1/24		1/16	2/3	1565													
120	118	236	236	0.16666666666666666	1/4	1/4	Chord	2/4	2	2	1/24		1/16	2/3	1566													
120	118	1417/6	1417/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	2	1/24		1/16	2/3	1567													
120	118	709/3	709/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	2	1/24		1/16	2/3	1568													
120	118	473/2	473/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	2	1/24		1/16	2/3	1569													
120	118	710/3	710/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	2	1/24		1/16	2/3	1570													
120	118	1421/6	1421/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	2	1/24		1/16	2/3	1571													
121	119	237	237	0.0	0	0	StaffText	2/4	1	1	0							cresc.										
121	119	237	237	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1572		articStaccatoAbove											
121	119	949/4	949/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1573									210				
121	119	475/2	475/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1574									210				
121	119	951/4	951/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1575									210				
121	119	238	238	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1576		articStaccatoAbove											
121	119	953/4	953/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1577									211				
121	119	477/2	477/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1578									211				
121	119	955/4	955/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1579									211				
121	119	237	237	0.16666666666666666	0	0	Chord	2/4	2	2	1/24		1/16	2/3	1580													
121	119	1423/6	1423/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	2	1/24		1/16	2/3	1581													
121	119	712/3	712/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	2	1/24		1/16	2/3	1582													
121	119	475/2	475/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	2	1/24		1/16	2/3	1583													
121	119	713/3	713/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	2	1/24		1/16	2/3	1584													
121	119	1427/6	1427/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	2	1/24		1/16	2/3	1585													
121	119	238	238	0.16666666666666666	1/4	1/4	Chord	2/4	2	2	1/24		1/16	2/3	1586													
121	119	1429/6	1429/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	2	1/24		1/16	2/3	1587													
121	119	715/3	715/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	2	1/24		1/16	2/3	1588													
121	119	477/2	477/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	2	1/24		1/16	2/3	1589													
121	119	716/3	716/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	2	1/24		1/16	2/3	1590													
121	119	1433/6	1433/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	2	1/24		1/16	2/3	1591													
122	120	239	239	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1592		articStaccatoAbove											
122	120	957/4	957/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1593									212				
122	120	479/2	479/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1594									212				
122	120	959/4	959/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1595									212				
122	120	240	240	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1596		articStaccatoAbove											
122	120	961/4	961/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1597									213				
122	120	481/2	481/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1598									213				
122	120	963/4	963/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1599									213				
122	120	239	239	0.16666666666666666	0	0	Chord	2/4	2	2	1/24		1/16	2/3	1600													
122	120	1435/6	1435/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	2	1/24		1/16	2/3	1601													
122	120	718/3	718/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	2	1/24		1/16	2/3	1602													
122	120	479/2	479/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	2	1/24		1/16	2/3	1603													
122	120	719/3	719/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	2	1/24		1/16	2/3	1604													
122	120	1439/6	1439/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	2	1/24		1/16	2/3	1605													
122	120	240	240	0.16666666666666666	1/4	1/4	Chord	2/4	2	2	1/24		1/16	2/3	1606													
122	120	1441/6	1441/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	2	1/24		1/16	2/3	1607													
122	120	721/3	721/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	2	1/24		1/16	2/3	1608													
122	120	481/2	481/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	2	1/24		1/16	2/3	1609													
122	120	722/3	722/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	2	1/24		1/16	2/3	1610													
122	120	1445/6	1445/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	2	1/24		1/16	2/3	1611													
123	121	241	241	0.0	0	0	Dynamic	2/4	1	1	0					f												
123	121	241	241	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1612		articStaccatoAbove											
123	121	965/4	965/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1613									214				
123	121	483/2	483/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1614									214				
123	121	967/4	967/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1615									214				
123	121	242	242	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1616		articStaccatoAbove											
123	121	969/4	969/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1617									215				
123	121	485/2	485/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1618									215				
123	121	971/4	971/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1619									215				
123	121	241	241	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1620													
124	122	243	243	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1621		articStaccatoAbove											
124	122	973/4	973/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0					ff												
124	122	973/4	973/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1622									216				
124	122	487/2	487/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1623													
124	122	975/4	975/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1624									217				
124	122	244	244	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1625													
124	122	977/4	977/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1626									218				
124	122	489/2	489/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1627													
124	122	979/4	979/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1628									219				
125	123	245	245	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1629													
125	123	981/4	981/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1630									220				
125	123	491/2	491/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1631													
125	123	983/4	983/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1632									221				
125	123	246	246	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1633													
125	123	985/4	985/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1634									222				
125	123	493/2	493/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1635													
125	123	987/4	987/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1636		articStaccatoAbove											
126	124	247	247	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1637		articStaccatoAbove											
126	124	989/4	989/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1638		articStaccatoAbove											
126	124	495/2	495/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0					sf												
126	124	495/2	495/2	0.75	1/8	1/8	Chord	2/4	1	1	3/16		1/8	3/2	1639													
126	124	993/4	993/4	0.0	5/16	5/16	Dynamic	2/4	1	1	0					p												
126	124	993/4	993/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1640									223				
126	124	497/2	497/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1641									223				
126	124	995/4	995/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1642									223				
127	125	249	249	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1643									223				
127	125	997/4	997/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1644									223				
127	125	499/2	499/2	0.75	1/8	1/8	Chord	2/4	1	1	3/16		1/8	3/2	1645													
127	125	1001/4	1001/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1646									224				
127	125	501/2	501/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1647									224				
127	125	1003/4	1003/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1648									224				
127	125	499/2	499/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0					p												
127	125	499/2	499/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1649													
127	125	999/4	999/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1650													
127	125	250	250	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1651													
127	125	499/2	499/2	0.5	1/8	1/8	Chord	2/4	2	3	1/8		1/8	1	1652													
127	125	250	250	1.0	1/4	1/4	Chord	2/4	2	3	1/4		1/4	1	1653													
127	125	999/4	999/4	0.25	3/16	3/16	Chord	2/4	2	4	1/16		1/16	1	1654													
127	125	250	250	1.0	1/4	1/4	Chord	2/4	2	4	1/4		1/4	1	1655													
128	126	251	251	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1656									224				
128	126	1005/4	1005/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1657									224				
128	126	503/2	503/2	0.75	1/8	1/8	Chord	2/4	1	1	3/16		1/8	3/2	1658													
128	126	1009/4	1009/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1659									225				
128	126	505/2	505/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1660									225				
128	126	1011/4	1011/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1661									225				
128	126	503/2	503/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1662													
128	126	1007/4	1007/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1663													
128	126	252	252	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1664													
128	126	503/2	503/2	0.5	1/8	1/8	Chord	2/4	2	3	1/8		1/8	1	1665													
128	126	252	252	1.0	1/4	1/4	Chord	2/4	2	3	1/4		1/4	1	1666													
128	126	1007/4	1007/4	0.25	3/16	3/16	Chord	2/4	2	4	1/16		1/16	1	1667													
128	126	252	252	1.0	1/4	1/4	Chord	2/4	2	4	1/4		1/4	1	1668													
129	127	253	253	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1669									225				
129	127	1013/4	1013/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1670									225				
129	127	507/2	507/2	0.75	1/8	1/8	Chord	2/4	1	1	3/16		1/8	3/2	1671													
129	127	1017/4	1017/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1672									226				
129	127	509/2	509/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1673									226				
129	127	1019/4	1019/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1674									226				
129	127	507/2	507/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1675													
129	127	1015/4	1015/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1676													
129	127	254	254	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1677													
129	127	507/2	507/2	0.5	1/8	1/8	Chord	2/4	2	3	1/8		1/8	1	1678													
129	127	254	254	1.0	1/4	1/4	Chord	2/4	2	3	1/4		1/4	1	1679													
129	127	1015/4	1015/4	0.25	3/16	3/16	Chord	2/4	2	4	1/16		1/16	1	1680													
129	127	254	254	1.0	1/4	1/4	Chord	2/4	2	4	1/4		1/4	1	1681													
130	128	255	255	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1682									226				
130	128	1021/4	1021/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1683									226				
130	128	511/2	511/2	0.75	1/8	1/8	Chord	2/4	1	1	3/16		1/8	3/2	1684													
130	128	1025/4	1025/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1685									227				
130	128	513/2	513/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1686													
130	128	1027/4	1027/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1687		articStaccatoAbove											
130	128	511/2	511/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1688													
130	128	1023/4	1023/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1689													
130	128	256	256	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1690													
130	128	511/2	511/2	0.5	1/8	1/8	Chord	2/4	2	3	1/8		1/8	1	1691													
130	128	256	256	1.0	1/4	1/4	Chord	2/4	2	3	1/4		1/4	1	1692													
130	128	1023/4	1023/4	0.25	3/16	3/16	Chord	2/4	2	4	1/16		1/16	1	1693													
130	128	256	256	1.0	1/4	1/4	Chord	2/4	2	4	1/4		1/4	1	1694													
131	129	257	257	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1695									228				
131	129	1031/4	1031/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1696									228				
131	129	258	258	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1697									228				
131	129	1033/4	1033/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1698									228				
131	129	517/2	517/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1699									228				
131	129	1035/4	1035/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1700													
131	129	1029/4	1029/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	1701									229				
131	129	515/2	515/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1702									229				
131	129	1031/4	1031/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1703													
131	129	1033/4	1033/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1704									230				
131	129	517/2	517/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1705									230				
131	129	1035/4	1035/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1706													
132	130	259	259	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	1707													
132	130	259	259	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1708									231				
132	130	1037/4	1037/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	1709									231				
132	130	1039/4	1039/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1710													
132	130	260	260	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1711									232				
132	130	1041/4	1041/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	1712									232				
132	130	1043/4	1043/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1713													
132	130	1037/4	1037/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	1714									233				
132	130	519/2	519/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1715									233				
132	130	1039/4	1039/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1716													
132	130	1041/4	1041/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1717									234				
132	130	521/2	521/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1718									234				
132	130	1043/4	1043/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1719													
133	131	261	261	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1720									235				
133	131	1045/4	1045/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	1721									235				
133	131	1047/4	1047/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1722													
133	131	262	262	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1723									236				
133	131	1049/4	1049/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	1724									236				
133	131	1051/4	1051/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1725													
133	131	1045/4	1045/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	1726									237				
133	131	523/2	523/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1727									237				
133	131	1047/4	1047/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1728													
133	131	1049/4	1049/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1729									238				
133	131	525/2	525/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1730									238				
133	131	1051/4	1051/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1731													
134	132	263	263	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1732													
134	132	529/2	529/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1733													
134	132	263	263	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	1734									239				
134	132	1053/4	1053/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	1735									239				
134	132	527/2	527/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1736									239				
134	132	1055/4	1055/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1737													
134	132	264	264	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	1738									240				
134	132	1057/4	1057/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1739									240				
134	132	529/2	529/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1740									240				
134	132	1059/4	1059/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1741													
135	133	265	265	0.0	0	0	Spanner	2/4	1	1	0															6		
135	133	265	265	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1742		articStaccatoAbove							241		6		
135	133	531/2	531/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1743		articStaccatoAbove							241		6		
135	133	266	266	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1744		articStaccatoAbove									6		
135	133	533/2	533/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16after	1/16	1	1745											6		
135	133	533/2	533/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16after	1/16	1	1746											6		
135	133	533/2	533/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1747		ornamentTrill									6		
135	133	265	265	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1748									242				
135	133	1061/4	1061/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1749									242				
135	133	531/2	531/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1750									242				
135	133	1063/4	1063/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1751													
135	133	266	266	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1752									243				
135	133	1065/4	1065/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1753									243				
135	133	533/2	533/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1754									243				
135	133	1067/4	1067/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1755													
136	134	267	267	0.0	0	0	Dynamic	2/4	1	1	0					sf												
136	134	267	267	0.0	0	0	Spanner	2/4	1	1	0																	
136	134	267	267	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1756									244				
136	134	268	268	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1757													
136	134	267	267	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1758									245				
136	134	1069/4	1069/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1759									245				
136	134	535/2	535/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1760									245				
136	134	1071/4	1071/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1761													
136	134	268	268	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1762									246				
136	134	1073/4	1073/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1763									246				
136	134	537/2	537/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1764									246				
136	134	1075/4	1075/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1765													
137	135	1079/4	1079/4	0.0	3/16	3/16	StaffText	2/4	1	1	0							cresc.										
137	135	1079/4	1079/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1766		articStaccatoAbove							247				
137	135	270	270	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1767		articStaccatoAbove							247				
137	135	1081/4	1081/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1768		articStaccatoAbove							247				
137	135	541/2	541/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1769		articStaccatoAbove							247				
137	135	1083/4	1083/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1770		articStaccatoAbove											
137	135	269	269	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	1771									248				
137	135	1077/4	1077/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	1772									248				
137	135	539/2	539/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1773									248				
137	135	1079/4	1079/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1774													
137	135	270	270	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	1775									249				
137	135	1081/4	1081/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1776									249				
