mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va	crescendo_hairpin	crescendo_line	diminuendo_line	decrescendo_hairpin
153	149	432	432	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	1150								211						5	
153	149	434	434	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1151								211						5	
153	149	432	432	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1152															
153	149	433	433	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1153								212							
153	149	434	434	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1154								212							
154	150	435	435	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1155								211						5	
154	150	436	436	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1156								211						5	
154	150	437	437	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1157								211						5	
154	150	435	435	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1158								212							
154	150	436	436	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1159								212							
154	150	437	437	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1160								212							
154	150	435	435	0.5	0	0	Chord	3/4	2	3	1/8	1/8	1	1161															
154	150	871/2	871/2	0.5	1/8	1/8	Chord	3/4	2	3	1/8	1/8	1	1162															
155	151	438	438	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1163								211						5	
155	151	439	439	0.0	1/4	1/4	Spanner	3/4	1	1	0											211							
155	151	439	439	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1164								211							
155	151	440	440	0.0	1/2	1/2	Dynamic	3/4	1	1	0				pp							211							
155	151	440	440	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1165								211							
155	151	438	438	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1166								212							
155	151	439	439	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1167								212							
155	151	440	440	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1168								212							
155	151	438	438	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	1169															
155	151	440	440	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	1170															
156	152	441	441	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1171								211							
156	152	442	442	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1172															
156	152	441	441	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	1173															
156	152	441	441	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1174								213							
156	152	442	442	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1175															
156	152	441	441	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	1176															
157	153	446	446	0.0	1/2	1/2	Dynamic	3/4	1	1	0				pp														
157	153	446	446	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1177								214							
157	153	1787/4	1787/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1178															
158	154	447	447	0.0	0	0	SystemText	3/4	1	1	0					arrives here exactly start of page!!! THIS ONE SHOULD BE RIGHT													
158	154	447	447	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1179								215							
158	154	448	448	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1180															
158	154	449	449	0.0	1/2	1/2	Dynamic	3/4	1	1	0				pp														
158	154	449	449	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1181								216							
158	154	1799/4	1799/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1182															
158	154	449	449	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1183															
158	154	449	449	0.0	1/2	1/2	Spanner	3/4	2	1	0												12	12					
158	154	449	449	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1184									12	12					
158	154	449	449	0.75	1/2	1/2	Chord	3/4	2	2	3/16	1/8	3/2	1185								217	12	12					
158	154	1799/4	1799/4	0.25	11/16	11/16	Chord	3/4	2	2	1/16	1/16	1	1186									12	12					
159	155	450	450	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1187								218							
159	155	451	451	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1188															
159	155	452	452	0.0	1/2	1/2	Dynamic	3/4	1	1	0				pp														
159	155	452	452	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1189								219							
159	155	1811/4	1811/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1190															
159	155	450	450	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	1191															
159	155	901/2	901/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	1192															
159	155	451	451	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	1193															
159	155	450	450	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1194									12	12					
159	155	451	451	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1195									12	12					
159	155	903/2	903/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																		
159	155	452	452	0.0	1/2	1/2	Spanner	3/4	2	1	0												13	13					
159	155	452	452	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	1196								220	13	13					
159	155	1811/4	1811/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1197									13	13					
159	155	450	450	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	1198								221	13	13					
159	155	451	451	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	1199									13	13					
160	156	453	453	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1200								222							
160	156	454	454	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1201															
160	156	455	455	0.0	1/2	1/2	Spanner	3/4	1	1	0																10		
160	156	455	455	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1202								223					10		
160	156	1823/4	1823/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1203													10		
160	156	453	453	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1204								224	13	13					
160	156	454	454	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1205									13	13					
160	156	909/2	909/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																		
160	156	455	455	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1206															
161	157	456	456	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1207								225					10		
161	157	457	457	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1208													10		
161	157	458	458	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1209								226					10		
161	157	1835/4	1835/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1210													10		
161	157	456	456	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1211															
161	157	913/2	913/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1212								227							
161	157	457	457	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1213															
161	157	458	458	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1214															
162	158	459	459	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1215								228					10		
162	158	460	460	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1216													10		
162	158	461	461	0.0	1/2	1/2	Dynamic	3/4	1	1	0				f														
162	158	461	461	0.0	1/2	1/2	Spanner	3/4	1	1	0																		
162	158	461	461	0.0	1/2	1/2	Spanner	3/4	1	1	0														1				
162	158	461	461	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1217								229			1				
162	158	1847/4	1847/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1218											1				
162	158	459	459	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1219															
162	158	919/2	919/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1220								230							
162	158	460	460	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1221															
162	158	461	461	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1222															
163	159	462	462	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1223								231			1				
163	159	463	463	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1224											1				
163	159	464	464	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1225											1				
163	159	462	462	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1226															
163	159	925/2	925/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1227								232							
163	159	463	463	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1228															
163	159	464	464	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1229															
164	160	465	465	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	1230											1				
164	160	466	466	0.0	1/4	1/4	Spanner	3/4	1	1	0																		
164	160	467	467	0.0	1/2	1/2	Dynamic	3/4	1	1	0				p														
164	160	467	467	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1231															
164	160	465	465	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1232															
164	160	467	467	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1233															
165	161	468	468	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	1234															
165	161	470	470	0.0	1/2	1/2	Dynamic	3/4	1	1	0				f														
165	161	470	470	0.0	1/2	1/2	Spanner	3/4	1	1	0														2				
165	161	470	470	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1235											2				
165	161	468	468	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1236															
165	161	470	470	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1237															
166	162	471	471	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	1238											2				
166	162	943/2	943/2	0.0	1/8	1/8	Spanner	3/4	1	1	0																		
166	162	473	473	0.0	1/2	1/2	Dynamic	3/4	1	1	0				p														
166	162	473	473	0.0	1/2	1/2	Tempo	3/4	1	1	0						𝅗𝅥space.=68	204.0	𝅗𝅥space.	68.0	0.0								
166	162	473	473	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1239															
166	162	471	471	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1240															
166	162	473	473	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1241															
167	163	474	474	0.0	0	0	Spanner	3/4	1	1	0																	6	
167	163	474	474	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	1242														6	
167	163	476	476	0.0	1/2	1/2	Tempo	3/4	1	1	0						𝅗𝅥space.=64	192.0	𝅗𝅥space.	64.0	0.0							6	
167	163	476	476	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1243														6	
167	163	474	474	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1244															
167	163	476	476	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1245															
168	164	477	477	0.0	0	0	SystemText	3/4	1	1	0					"<i><font size=""12""/>un             poco</i>"												6	
168	164	477	477	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	1246														6	
168	164	479	479	0.0	1/2	1/2	Tempo	3/4	1	1	0						𝅗𝅥space.=60	180.0	𝅗𝅥space.	60.0	0.0							6	
168	164	479	479	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1247								233						6	
168	164	1919/4	1919/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1248														6	
168	164	477	477	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1249															
169	165	480	480	0.0	0	0	SystemText	3/4	1	1	0					"<i><font size=""12""/>ri      -      tar      -      dan       -       do</i>"												6	
169	165	480	480	0.0	0	0	Tempo	3/4	1	1	0						𝅗𝅥space.=58	174.0	𝅗𝅥space.	58.0	0.0							6	
169	165	480	480	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1250														6	
169	165	481	481	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1251														6	
169	165	482	482	0.0	1/2	1/2	Dynamic	3/4	1	1	0				pp														
169	165	482	482	0.0	1/2	1/2	Tempo	3/4	1	1	0						𝅗𝅥space.=55	165.0	𝅗𝅥space.	55.0	0.0								
169	165	482	482	0.0	1/2	1/2	Spanner	3/4	1	1	0																		
169	165	482	482	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1252															
169	165	482	482	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1253															
170	166	483	483	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	1254															
170	166	485	485	0.0	1/2	1/2	Tempo	3/4	1	1	0						𝅗𝅥space.=51	153.0	𝅗𝅥space.	51.0	0.0								
170	166	485	485	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1255															
170	166	483	483	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1256															
170	166	485	485	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1257															
171	167	486	486	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	1258															
171	167	488	488	0.0	1/2	1/2	SystemText	3/4	1	1	0					"<i><font size=""12""/>-          -          -          -          -          -</i>"													
171	167	488	488	0.0	1/2	1/2	Tempo	3/4	1	1	0						𝅗𝅥space.=44	132.0	𝅗𝅥space.	44.0	0.0								
171	167	488	488	0.0	1/2	1/2	Spanner	3/4	1	1	0																11		
171	167	488	488	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1259													11		
171	167	486	486	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1260															
171	167	488	488	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1261															
172	168	489	489	0.0	0	0	SystemText	2/2	1	1	0					"<b><font size=""12""/>Presto.</b>"											11		
172	168	489	489	0.0	0	0	Tempo	2/2	1	1	0						𝅘𝅥=280	280.0	𝅘𝅥	280.0	0.0						11		
172	168	489	489	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1262													11		
172	168	490	490	0.0	1/4	1/4	Tempo	2/2	1	1	0						𝅘𝅥=340	340.0	𝅘𝅥	340.0	0.0						11		
172	168	490	490	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1263													11		
172	168	491	491	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1264													11		
172	168	492	492	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1265													11		
172	168	489	489	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1266															
172	168	490	490	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1267															
172	168	491	491	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1268															
172	168	492	492	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1269															
173	169	493	493	0.0	0	0	Tempo	2/2	1	1	0						𝅘𝅥=370	370.0	𝅘𝅥	370.0	0.0						11		
173	169	493	493	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1270													11		
173	169	494	494	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1271													11		
173	169	495	495	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1272													11		
173	169	496	496	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1273													11		
173	169	493	493	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1274															
173	169	494	494	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1275															
173	169	495	495	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1276															
173	169	496	496	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1277															
174	170	497	497	0.0	0	0	Dynamic	2/2	1	1	0				ff														
174	170	497	497	0.0	0	0	Spanner	2/2	1	1	0																		
174	170	497	497	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1278															
174	170	498	498	0.0	1/4	1/4	Spanner	2/2	1	1	0														3				
174	170	498	498	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1279											3				
174	170	499	499	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1280											3				
174	170	500	500	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1281											3				
174	170	497	497	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1282															
174	170	498	498	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1283															
174	170	499	499	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1284															
174	170	500	500	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1285															
175	171	501	501	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1286											3				
175	171	502	502	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1287											3				
175	171	503	503	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1288											3				
175	171	504	504	0.0	3/4	3/4	Tempo	2/2	1	1	0						𝅗𝅥space.=72	216.0	𝅗𝅥space.	72.0	0.0				3				
175	171	504	504	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1289											3				
175	171	501	501	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1290															
175	171	502	502	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1291															
175	171	503	503	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1292															
175	171	504	504	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1293															
176	172	505	505	0.0	0	0	SystemText	3/4	1	1	0					"<b><font size=""12""/>Tempo I.</b>"									3				
176	172	505	505	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	1294											3				
176	172	1011/2	1011/2	0.0	1/8	1/8	Spanner	3/4	1	1	0																		
176	172	507	507	0.0	1/2	1/2	Dynamic	3/4	1	1	0				p														
176	172	507	507	0.0	1/2	1/2	Tempo	3/4	1	1	0						𝅗𝅥space.=75	225.0	𝅗𝅥space.	75.0	0.0								
176	172	507	507	0.0	1/2	1/2	Spanner	3/4	1	1	0															20			
176	172	507	507	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1295								234				20			
176	172	2031/4	2031/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1296												20			
176	172	505	505	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1297															
176	172	507	507	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	1298								235							
176	172	2031/4	2031/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1299															
177	173	508	508	0.0	0	0	Spanner	3/4	1	1	0																		
177	173	508	508	0.0	0	0	Spanner	3/4	1	1	0																		38
177	173	508	508	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1300								236							38
177	173	509	509	0.0	1/4	1/4	Spanner	3/4	1	1	0																		
177	173	509	509	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1301															
177	173	510	510	0.0	1/2	1/2	Tempo	3/4	1	1	0						𝅗𝅥space.=72	216.0	𝅗𝅥space.	72.0	0.0								
177	173	510	510	0.0	1/2	1/2	Spanner	3/4	1	1	0															21			
177	173	510	510	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1302								237				21			
177	173	2043/4	2043/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1303												21			
177	173	1017/2	1017/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	1304								238				21			
177	173	509	509	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	1305												21			
177	173	508	508	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1306								239							
177	173	509	509	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1307															
177	173	510	510	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	1308								240							
177	173	2043/4	2043/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1309															
178	174	511	511	0.0	0	0	Spanner	3/4	1	1	0																		
178	174	511	511	0.0	0	0	Spanner	3/4	1	1	0																		39
178	174	511	511	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1310								241							39
178	174	512	512	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1311															39
178	174	1025/2	1025/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																		
178	174	513	513	0.0	1/2	1/2	Dynamic	3/4	1	1	0				p														
178	174	513	513	0.0	1/2	1/2	Tempo	3/4	1	1	0						𝅗𝅥space.=65	195.0	𝅗𝅥space.	65.0	0.0								
178	174	513	513	0.0	1/2	1/2	Spanner	3/4	1	1	0														4				
178	174	513	513	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1312								242			4				
178	174	2055/4	2055/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1313											4				
178	174	1023/2	1023/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	1314								243			4				
178	174	512	512	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	1315											4				
178	174	511	511	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1316								244							
178	174	512	512	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1317															
178	174	513	513	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	1318								245							
178	174	2055/4	2055/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1319															
179	175	514	514	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1320								246			4				
179	175	1029/2	1029/2	0.0	1/8	1/8	Tempo	3/4	1	1	0						𝅗𝅥space.=60	180.0	𝅗𝅥space.	60.0	0.0	246			4				
179	175	515	515	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1321											4				
179	175	1031/2	1031/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																		
179	175	514	514	0.0	0	0	Dynamic	3/4	1	2	0				pp														
179	175	1029/2	1029/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	1322								247							
179	175	515	515	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	1323															
179	175	514	514	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1324								248							
179	175	515	515	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1325															
