mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	diminuendo_line	crescendo_line
96	95	376	376	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1051			articStaccatoAbove									
96	95	753/2	753/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1052												
96	95	377	377	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1053												
96	95	755/2	755/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1054												
96	95	378	378	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1055			articStaccatoAbove									
96	95	757/2	757/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1056												
96	95	379	379	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1057												
96	95	759/2	759/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1058												
96	95	376	376	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1059			articStaccatoBelow									
96	95	753/2	753/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1060												
96	95	377	377	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1061												
96	95	755/2	755/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1062												
96	95	378	378	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1063			articStaccatoBelow									
96	95	757/2	757/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1064												
96	95	379	379	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1065												
96	95	759/2	759/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1066												
97	96	380	380	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1067			articStaccatoAbove									
97	96	761/2	761/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1068												
97	96	381	381	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1069												
97	96	763/2	763/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1070												
97	96	382	382	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1071			articStaccatoAbove									
97	96	765/2	765/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1072												
97	96	383	383	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1073												
97	96	767/2	767/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1074												
97	96	380	380	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1075			articStaccatoBelow									
97	96	761/2	761/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1076												
97	96	381	381	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1077												
97	96	763/2	763/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1078												
97	96	382	382	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1079			articStaccatoBelow									
97	96	765/2	765/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1080												
97	96	383	383	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1081												
97	96	767/2	767/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1082												
98	97	384	384	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1083			articStaccatoAbove									
98	97	769/2	769/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1084												
98	97	385	385	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1085												
98	97	771/2	771/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1086												
98	97	386	386	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1087			articStaccatoAbove									
98	97	773/2	773/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1088												
98	97	387	387	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1089												
98	97	775/2	775/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1090												
98	97	384	384	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1091			articStaccatoBelow									
98	97	769/2	769/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1092												
98	97	385	385	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1093												
98	97	771/2	771/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1094												
98	97	386	386	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1095			articStaccatoBelow									
98	97	773/2	773/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1096												
98	97	387	387	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1097												
98	97	775/2	775/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1098												
99	98	388	388	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1099			articStaccatoAbove									
99	98	777/2	777/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1100												
99	98	389	389	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1101												
99	98	779/2	779/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1102												
99	98	390	390	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1103			articStaccatoAbove									
99	98	781/2	781/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1104												
99	98	391	391	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1105												
99	98	783/2	783/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1106												
99	98	388	388	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1107			articStaccatoBelow									
99	98	777/2	777/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1108												
99	98	389	389	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1109												
99	98	779/2	779/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1110												
99	98	390	390	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1111			articStaccatoBelow									
99	98	781/2	781/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1112												
99	98	391	391	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1113												
99	98	783/2	783/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1114												
100	99	785/2	785/2	0.0		1/8	1/8	Dynamic	2/2	1	1	0						f										
100	99	785/2	785/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1115	f											
100	99	393	393	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1116												
100	99	787/2	787/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1117												
100	99	394	394	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1118												
100	99	789/2	789/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1119												
100	99	395	395	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1120												
100	99	791/2	791/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1121												
100	99	392	392	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1122												
101	100	793/2	793/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1123												
101	100	397	397	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1124												
101	100	795/2	795/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1125												
101	100	398	398	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1126												
101	100	797/2	797/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1127												
101	100	399	399	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1128												
101	100	799/2	799/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1129												
101	100	396	396	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1130												
102	101	402	402	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	1131												
102	101	400	400	0.0		0	0	Dynamic	2/2	1	2	0						p										
102	101	801/2	801/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	1132	p											
102	101	401	401	0.5		1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	1133												
102	101	803/2	803/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	1134												
102	101	402	402	0.5		1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	1135												
102	101	805/2	805/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	1136												
102	101	403	403	0.5		3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	1137												
102	101	807/2	807/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	1138												
102	101	801/2	801/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1139												
102	101	401	401	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1140												
102	101	803/2	803/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1141												
102	101	402	402	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1142												
102	101	805/2	805/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1143												
102	101	403	403	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1144												
102	101	807/2	807/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1145												
102	101	400	400	4.0		0	0	Chord	2/2	2	2	1		1	1	1146												
103	102	404	404	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	1147												
103	102	406	406	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	1148												
103	102	404	404	0.5		0	0	Chord	2/2	1	2	1/8		1/8	1	1149												
103	102	809/2	809/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	1150												
103	102	405	405	0.5		1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	1151												
103	102	811/2	811/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	1152												
103	102	813/2	813/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	1153												
103	102	407	407	0.5		3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	1154												
103	102	815/2	815/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	1155												
103	102	404	404	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1156												
103	102	809/2	809/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1157												
103	102	405	405	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1158												
103	102	811/2	811/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1159												
103	102	813/2	813/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1160												
103	102	407	407	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1161												
103	102	815/2	815/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1162												
103	102	404	404	2.0		0	0	Chord	2/2	2	2	1/2		1/2	1	1163												
103	102	406	406	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	1164												
104	103	410	410	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	1165												
104	103	817/2	817/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	1166												
104	103	409	409	0.5		1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	1167												
104	103	819/2	819/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	1168												
104	103	410	410	0.5		1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	1169												
104	103	821/2	821/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	1170												
104	103	411	411	0.5		3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	1171												
104	103	823/2	823/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	1172												
104	103	817/2	817/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1173												
104	103	409	409	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1174												
104	103	819/2	819/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1175												
104	103	410	410	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1176												
104	103	821/2	821/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1177												
104	103	411	411	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1178												
104	103	823/2	823/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1179												
104	103	408	408	4.0		0	0	Chord	2/2	2	2	1		1	1	1180												
105	104	412	412	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	1181												
105	104	414	414	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	1182												
105	104	412	412	0.5		0	0	Chord	2/2	1	2	1/8		1/8	1	1183												
105	104	825/2	825/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	1184												
105	104	413	413	0.5		1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	1185												
105	104	827/2	827/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	1186												
105	104	829/2	829/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	1187												
105	104	415	415	0.5		3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	1188												
105	104	831/2	831/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	1189												
105	104	412	412	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1190												
105	104	825/2	825/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1191												
105	104	413	413	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1192												
105	104	827/2	827/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1193												
105	104	829/2	829/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1194												
105	104	415	415	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1195												
105	104	831/2	831/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1196												
105	104	412	412	2.0		0	0	Chord	2/2	2	2	1/2		1/2	1	1197												
105	104	414	414	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	1198												
106	105	416	416	0.0		0	0	Spanner	2/2	1	1	0																6
106	105	416	416	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1199			articStaccatoBelow									6
106	105	833/2	833/2	0.0		1/8	1/8	Spanner	2/2	1	1	0																
106	105	833/2	833/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1200												
106	105	417	417	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1201												
106	105	835/2	835/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1202												
106	105	418	418	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1203			articStaccatoBelow									
106	105	837/2	837/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1204												
106	105	419	419	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1205												
106	105	839/2	839/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1206												
106	105	416	416	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1207			articStaccatoAbove									
106	105	833/2	833/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1208												
106	105	417	417	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1209												
106	105	835/2	835/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1210												
106	105	418	418	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1211			articStaccatoAbove									
106	105	837/2	837/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1212												
106	105	419	419	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1213												
106	105	839/2	839/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1214												
107	106	420	420	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1215			articStaccatoBelow									
107	106	841/2	841/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1216												
107	106	421	421	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1217												
107	106	843/2	843/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1218												
107	106	422	422	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1219			articStaccatoAbove									
107	106	845/2	845/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1220												
107	106	423	423	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1221												
107	106	847/2	847/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1222												
107	106	420	420	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1223			articStaccatoAbove									
107	106	841/2	841/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1224												
107	106	421	421	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1225												
107	106	843/2	843/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1226												
107	106	422	422	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1227			articStaccatoAbove									
107	106	845/2	845/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1228												
107	106	423	423	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1229												
107	106	847/2	847/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1230												
108	107	424	424	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1231			articStaccatoAbove									
108	107	849/2	849/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1232												
108	107	425	425	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1233												
108	107	851/2	851/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1234												
108	107	426	426	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1235			articStaccatoAbove									
108	107	853/2	853/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1236												
108	107	427	427	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1237												
108	107	855/2	855/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1238												
108	107	424	424	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1239			articStaccatoBelow									
108	107	849/2	849/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1240												
108	107	425	425	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1241												
108	107	851/2	851/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1242												
108	107	426	426	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1243			articStaccatoBelow									
108	107	853/2	853/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1244												
108	107	427	427	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1245												
108	107	855/2	855/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1246												
109	108	428	428	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1247			articStaccatoAbove									
109	108	857/2	857/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1248												
109	108	429	429	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1249												
109	108	859/2	859/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1250												
109	108	430	430	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1251			articStaccatoAbove									
109	108	861/2	861/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1252												
109	108	431	431	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1253												
109	108	863/2	863/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1254												
109	108	428	428	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1255			articStaccatoBelow									
109	108	857/2	857/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1256												
109	108	429	429	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1257												
109	108	859/2	859/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1258												
109	108	430	430	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1259			articStaccatoBelow									
109	108	861/2	861/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1260												
109	108	431	431	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1261												
109	108	863/2	863/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1262												
110	109	432	432	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1263			articStaccatoAbove									
110	109	865/2	865/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1264												
110	109	433	433	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1265												
110	109	867/2	867/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1266												
110	109	434	434	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1267			articStaccatoAbove									
110	109	869/2	869/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1268												
110	109	435	435	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1269												
110	109	871/2	871/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1270												
110	109	432	432	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1271			articStaccatoBelow									
110	109	865/2	865/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1272												
110	109	433	433	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1273												
110	109	867/2	867/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1274												
110	109	434	434	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1275			articStaccatoBelow									
110	109	869/2	869/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1276												
110	109	435	435	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1277												
110	109	871/2	871/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1278												
111	110	436	436	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1279			articStaccatoAbove									
111	110	873/2	873/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1280												
111	110	437	437	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1281												
111	110	875/2	875/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1282												
111	110	438	438	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1283			articStaccatoAbove									
111	110	877/2	877/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1284												
111	110	439	439	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1285												
111	110	879/2	879/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1286												
111	110	436	436	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1287			articStaccatoBelow									
111	110	873/2	873/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1288												
111	110	437	437	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1289												
111	110	875/2	875/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1290												
111	110	438	438	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1291			articStaccatoBelow									
111	110	877/2	877/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1292												
111	110	439	439	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1293												
111	110	879/2	879/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1294												
112	111	881/2	881/2	0.0		1/8	1/8	Dynamic	2/2	1	1	0						f										
112	111	881/2	881/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1295	f											
112	111	441	441	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1296												
112	111	883/2	883/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1297												
112	111	442	442	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1298												
112	111	885/2	885/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1299												
112	111	443	443	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1300												
112	111	887/2	887/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1301												
112	111	440	440	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1302												
113	112	889/2	889/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1303												
113	112	445	445	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1304												
113	112	891/2	891/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1305												
113	112	446	446	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1306												
113	112	893/2	893/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1307												
113	112	447	447	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1308												
113	112	895/2	895/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1309												
113	112	444	444	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1310												
114	113	448	448	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1311												
114	113	449	449	0.0		1/4	1/4	Dynamic	2/2	1	1	0						p										
114	113	449	449	2.0		1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	1312	p								68			
114	113	451	451	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1313									68			
114	113	903/2	903/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1314									68			
114	113	448	448	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1315												
114	113	449	449	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1316												
114	113	450	450	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1317												
114	113	451	451	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1318												
115	114	452	452	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1319									68			
115	114	905/2	905/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1320									68			
115	114	453	453	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1321									68			
115	114	907/2	907/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1322									68			
115	114	454	454	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1323									68			
115	114	909/2	909/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1324									68			
115	114	455	455	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1325									68			
115	114	911/2	911/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1326									68			
115	114	453	453	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1327												
115	114	454	454	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1328												
