mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin	crescendo_line	diminuendo_line
54	54	323/2	323/2	0.16666666666666666	5/8	5/8	Chord	6/8	2	1	1/24			1/16	2/3	962																	
54	54	485/3	485/3	0.16666666666666666	2/3	2/3	Chord	6/8	2	1	1/24			1/16	2/3	963																	
54	54	971/6	971/6	0.16666666666666666	17/24	17/24	Chord	6/8	2	1	1/24			1/16	2/3	964																	
54	54	159	159	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	965																	
54	54	321/2	321/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	966																	
55	55	162	162	0.0	0	0	Spanner	6/8	1	1	0																					8	
55	55	162	162	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	967																8	
55	55	487/3	487/3	0.0	1/12	1/12	SystemText	6/8	1	1	0								"<font size=""12""/>-           -           -           -           -           -           -           -           -"													8	
55	55	163	163	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	968																8	
55	55	327/2	327/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	969																8	
55	55	329/2	329/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	970																8	
55	55	162	162	0.16666666666666666	0	0	Chord	6/8	1	2	1/24			1/16	2/3	971																8	
55	55	973/6	973/6	0.16666666666666666	1/24	1/24	Chord	6/8	1	2	1/24			1/16	2/3	972																8	
55	55	487/3	487/3	0.16666666666666666	1/12	1/12	Chord	6/8	1	2	1/24			1/16	2/3	973																8	
55	55	325/2	325/2	0.16666666666666666	1/8	1/8	Chord	6/8	1	2	1/24			1/16	2/3	974																8	
55	55	488/3	488/3	0.16666666666666666	1/6	1/6	Chord	6/8	1	2	1/24			1/16	2/3	975																8	
55	55	977/6	977/6	0.16666666666666666	5/24	5/24	Chord	6/8	1	2	1/24			1/16	2/3	976																8	
55	55	163	163	0.16666666666666666	1/4	1/4	Chord	6/8	1	2	1/24			1/16	2/3	977																8	
55	55	979/6	979/6	0.16666666666666666	7/24	7/24	Chord	6/8	1	2	1/24			1/16	2/3	978																8	
55	55	490/3	490/3	0.16666666666666666	1/3	1/3	Chord	6/8	1	2	1/24			1/16	2/3	979																8	
55	55	327/2	327/2	0.16666666666666666	3/8	3/8	Chord	6/8	1	2	1/24			1/16	2/3	980																8	
55	55	491/3	491/3	0.16666666666666666	5/12	5/12	Chord	6/8	1	2	1/24			1/16	2/3	981																8	
55	55	983/6	983/6	0.16666666666666666	11/24	11/24	Chord	6/8	1	2	1/24			1/16	2/3	982																8	
55	55	164	164	0.16666666666666666	1/2	1/2	Chord	6/8	1	2	1/24			1/16	2/3	983																8	
55	55	985/6	985/6	0.16666666666666666	13/24	13/24	Chord	6/8	1	2	1/24			1/16	2/3	984																8	
55	55	493/3	493/3	0.16666666666666666	7/12	7/12	Chord	6/8	1	2	1/24			1/16	2/3	985																8	
55	55	329/2	329/2	0.16666666666666666	5/8	5/8	Chord	6/8	1	2	1/24			1/16	2/3	986																8	
55	55	494/3	494/3	0.16666666666666666	2/3	2/3	Chord	6/8	1	2	1/24			1/16	2/3	987																8	
55	55	989/6	989/6	0.16666666666666666	17/24	17/24	Chord	6/8	1	2	1/24			1/16	2/3	988																8	
55	55	162	162	0.16666666666666666	0	0	Chord	6/8	2	1	1/24			1/16	2/3	989																	
55	55	973/6	973/6	0.16666666666666666	1/24	1/24	Chord	6/8	2	1	1/24			1/16	2/3	990																	
55	55	487/3	487/3	0.16666666666666666	1/12	1/12	Chord	6/8	2	1	1/24			1/16	2/3	991																	
55	55	325/2	325/2	0.16666666666666666	1/8	1/8	Chord	6/8	2	1	1/24			1/16	2/3	992																	
55	55	488/3	488/3	0.16666666666666666	1/6	1/6	Chord	6/8	2	1	1/24			1/16	2/3	993																	
55	55	977/6	977/6	0.16666666666666666	5/24	5/24	Chord	6/8	2	1	1/24			1/16	2/3	994																	
55	55	163	163	0.16666666666666666	1/4	1/4	Chord	6/8	2	1	1/24			1/16	2/3	995																	
55	55	979/6	979/6	0.16666666666666666	7/24	7/24	Chord	6/8	2	1	1/24			1/16	2/3	996																	
55	55	490/3	490/3	0.16666666666666666	1/3	1/3	Chord	6/8	2	1	1/24			1/16	2/3	997																	
55	55	327/2	327/2	0.16666666666666666	3/8	3/8	Chord	6/8	2	1	1/24			1/16	2/3	998																	
55	55	491/3	491/3	0.16666666666666666	5/12	5/12	Chord	6/8	2	1	1/24			1/16	2/3	999																	
55	55	983/6	983/6	0.16666666666666666	11/24	11/24	Chord	6/8	2	1	1/24			1/16	2/3	1000																	
55	55	164	164	0.16666666666666666	1/2	1/2	Chord	6/8	2	1	1/24			1/16	2/3	1001																	
55	55	985/6	985/6	0.16666666666666666	13/24	13/24	Chord	6/8	2	1	1/24			1/16	2/3	1002																	
55	55	493/3	493/3	0.16666666666666666	7/12	7/12	Chord	6/8	2	1	1/24			1/16	2/3	1003																	
55	55	329/2	329/2	0.16666666666666666	5/8	5/8	Chord	6/8	2	1	1/24			1/16	2/3	1004																	
55	55	494/3	494/3	0.16666666666666666	2/3	2/3	Chord	6/8	2	1	1/24			1/16	2/3	1005																	
55	55	989/6	989/6	0.16666666666666666	17/24	17/24	Chord	6/8	2	1	1/24			1/16	2/3	1006																	
55	55	162	162	1.0	0	0	Chord	6/8	2	2	1/4			1/4	1	1007																	
55	55	163	163	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	1008																	
55	55	327/2	327/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4			1/4	1	1009																	
55	55	329/2	329/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	1010																	
56	56	165	165	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1011																8	
56	56	331/2	331/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1012																8	
56	56	166	166	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1013																8	
56	56	499/3	499/3	0.0	1/3	1/3	Spanner	6/8	1	1	0																						
56	56	333/2	333/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																			14			
56	56	333/2	333/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1014														14			
56	56	335/2	335/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1015														14			
56	56	165	165	0.16666666666666666	0	0	Chord	6/8	1	2	1/24			1/16	2/3	1016														14			
56	56	991/6	991/6	0.16666666666666666	1/24	1/24	Chord	6/8	1	2	1/24			1/16	2/3	1017														14			
56	56	496/3	496/3	0.16666666666666666	1/12	1/12	Chord	6/8	1	2	1/24			1/16	2/3	1018														14			
56	56	331/2	331/2	0.16666666666666666	1/8	1/8	Chord	6/8	1	2	1/24			1/16	2/3	1019														14			
56	56	497/3	497/3	0.16666666666666666	1/6	1/6	Chord	6/8	1	2	1/24			1/16	2/3	1020														14			
56	56	995/6	995/6	0.16666666666666666	5/24	5/24	Chord	6/8	1	2	1/24			1/16	2/3	1021														14			
56	56	166	166	0.16666666666666666	1/4	1/4	Chord	6/8	1	2	1/24			1/16	2/3	1022														14			
56	56	997/6	997/6	0.16666666666666666	7/24	7/24	Chord	6/8	1	2	1/24			1/16	2/3	1023														14			
56	56	499/3	499/3	0.0	1/3	1/3	Dynamic	6/8	1	2	0						f													14			
56	56	499/3	499/3	0.16666666666666666	1/3	1/3	Chord	6/8	1	2	1/24			1/16	2/3	1024														14			
56	56	333/2	333/2	0.16666666666666666	3/8	3/8	Chord	6/8	1	2	1/24			1/16	2/3	1025														14			
56	56	500/3	500/3	0.16666666666666666	5/12	5/12	Chord	6/8	1	2	1/24			1/16	2/3	1026														14			
56	56	1001/6	1001/6	0.16666666666666666	11/24	11/24	Chord	6/8	1	2	1/24			1/16	2/3	1027														14			
56	56	167	167	0.16666666666666666	1/2	1/2	Chord	6/8	1	2	1/24			1/16	2/3	1028														14			
56	56	1003/6	1003/6	0.16666666666666666	13/24	13/24	Chord	6/8	1	2	1/24			1/16	2/3	1029														14			
56	56	502/3	502/3	0.16666666666666666	7/12	7/12	Chord	6/8	1	2	1/24			1/16	2/3	1030														14			
56	56	335/2	335/2	0.16666666666666666	5/8	5/8	Chord	6/8	1	2	1/24			1/16	2/3	1031														14			
56	56	503/3	503/3	0.16666666666666666	2/3	2/3	Chord	6/8	1	2	1/24			1/16	2/3	1032														14			
56	56	1007/6	1007/6	0.16666666666666666	17/24	17/24	Chord	6/8	1	2	1/24			1/16	2/3	1033														14			
56	56	165	165	0.16666666666666666	0	0	Chord	6/8	2	1	1/24			1/16	2/3	1034																	
56	56	991/6	991/6	0.16666666666666666	1/24	1/24	Chord	6/8	2	1	1/24			1/16	2/3	1035																	
56	56	496/3	496/3	0.16666666666666666	1/12	1/12	Chord	6/8	2	1	1/24			1/16	2/3	1036																	
56	56	331/2	331/2	0.16666666666666666	1/8	1/8	Chord	6/8	2	1	1/24			1/16	2/3	1037																	
56	56	497/3	497/3	0.16666666666666666	1/6	1/6	Chord	6/8	2	1	1/24			1/16	2/3	1038																	
56	56	995/6	995/6	0.16666666666666666	5/24	5/24	Chord	6/8	2	1	1/24			1/16	2/3	1039																	
56	56	166	166	0.16666666666666666	1/4	1/4	Chord	6/8	2	1	1/24			1/16	2/3	1040																	
56	56	997/6	997/6	0.16666666666666666	7/24	7/24	Chord	6/8	2	1	1/24			1/16	2/3	1041																	
56	56	499/3	499/3	0.16666666666666666	1/3	1/3	Chord	6/8	2	1	1/24			1/16	2/3	1042																	
56	56	333/2	333/2	0.16666666666666666	3/8	3/8	Chord	6/8	2	1	1/24			1/16	2/3	1043																	
56	56	500/3	500/3	0.16666666666666666	5/12	5/12	Chord	6/8	2	1	1/24			1/16	2/3	1044																	
56	56	1001/6	1001/6	0.16666666666666666	11/24	11/24	Chord	6/8	2	1	1/24			1/16	2/3	1045																	
56	56	167	167	0.16666666666666666	1/2	1/2	Chord	6/8	2	1	1/24			1/16	2/3	1046																	
56	56	1003/6	1003/6	0.16666666666666666	13/24	13/24	Chord	6/8	2	1	1/24			1/16	2/3	1047																	
56	56	502/3	502/3	0.16666666666666666	7/12	7/12	Chord	6/8	2	1	1/24			1/16	2/3	1048																	
56	56	335/2	335/2	0.16666666666666666	5/8	5/8	Chord	6/8	2	1	1/24			1/16	2/3	1049																	
56	56	503/3	503/3	0.16666666666666666	2/3	2/3	Chord	6/8	2	1	1/24			1/16	2/3	1050																	
56	56	1007/6	1007/6	0.16666666666666666	17/24	17/24	Chord	6/8	2	1	1/24			1/16	2/3	1051																	
56	56	165	165	0.5	0	0	Chord	6/8	2	2	1/8			1/8	1	1052																	
56	56	331/2	331/2	0.5	1/8	1/8	Chord	6/8	2	2	1/8			1/8	1	1053																	
56	56	166	166	0.3333333333333333	1/4	1/4	Chord	6/8	2	2	1/12			1/8	2/3	1054																	
56	56	499/3	499/3	0.16666666666666666	1/3	1/3	Chord	6/8	2	2	1/24			1/16	2/3	1055																	
56	56	333/2	333/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4			1/4	1	1056																	
56	56	335/2	335/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	1057																	
57	57	168	168	0.0	0	0	Dynamic	6/8	1	1	0						p																
57	57	168	168	0.0	0	0	SystemText	6/8	1	1	0								"<i><font size=""12""/>una corda</i>"														
57	57	168	168	0.0	0	0	Spanner	6/8	1	1	0																						
57	57	168	168	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	1058									61								
57	57	339/2	339/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1059									61								
57	57	341/2	341/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1060																	
57	57	168	168	1.5	0	0	Chord	6/8	1	2	3/8			1/4	3/2	1061																	
57	57	339/2	339/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4			1/4	1	1062																	
57	57	341/2	341/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8			1/8	1	1063																	
57	57	168	168	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	1064									62								
57	57	339/2	339/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1065									62								
57	57	341/2	341/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1066																	
58	58	171	171	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥𝅮=88	44.0	𝅘𝅥𝅮	88.0	0.0									
58	58	171	171	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	1067									63								
58	58	685/4	685/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	1068									63								
58	58	343/2	343/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	1069									63								
58	58	687/4	687/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	1070									63								
58	58	172	172	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	1071									63								
58	58	689/4	689/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	1072																	
58	58	345/2	345/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																					9	
58	58	345/2	345/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1073									64							9	
58	58	347/2	347/2	0.0	5/8	5/8	SystemText	6/8	1	1	0								"<i><font size=""12""/>tutte le corde</i>"						64								
58	58	347/2	347/2	0.0	5/8	5/8	Spanner	6/8	1	1	0														64								
58	58	347/2	347/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	1074									64								
58	58	695/4	695/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1075																	
58	58	345/2	345/2	0.25	3/8	3/8	Chord	6/8	1	2	1/16			1/16	1	1076																	
58	58	691/4	691/4	0.25	7/16	7/16	Chord	6/8	1	2	1/16			1/16	1	1077																	
58	58	173	173	0.25	1/2	1/2	Chord	6/8	1	2	1/16			1/16	1	1078																	
58	58	693/4	693/4	0.25	9/16	9/16	Chord	6/8	1	2	1/16			1/16	1	1079																	
58	58	347/2	347/2	0.0	5/8	5/8	Dynamic	6/8	1	2	0						mf																
58	58	347/2	347/2	0.25	5/8	5/8	Chord	6/8	1	2	1/16			1/16	1	1080																	
58	58	695/4	695/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16			1/16	1	1081																	
58	58	171	171	0.75	0	0	Chord	6/8	2	1	3/16			1/8	3/2	1082																	
58	58	687/4	687/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	1083																	
58	58	172	172	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	1084																	
58	58	689/4	689/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	1085																	
58	58	345/2	345/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	1086																	
58	58	691/4	691/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	1087																	
58	58	173	173	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	1088																	
58	58	693/4	693/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	1089																	
58	58	347/2	347/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	1090																	
58	58	695/4	695/4	0.125	11/16	11/16	Chord	6/8	2	1	1/32			1/32	1	1091																	
58	58	1391/8	1391/8	0.125	23/32	23/32	Chord	6/8	2	1	1/32			1/32	1	1092																	
58	58	172	172	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	1093																	
58	58	345/2	345/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4			1/4	1	1094																	
59	59	174	174	0.0	0	0	Spanner	6/8	1	1	0																						1
59	59	174	174	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1095																	1
59	59	349/2	349/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1096																	1
59	59	175	175	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	1097																	1
59	59	701/4	701/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	1098																	1
59	59	351/2	351/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0						pp																
59	59	351/2	351/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																						
59	59	351/2	351/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1099																	
59	59	174	174	0.125	0	0	Chord	6/8	1	2	1/32			1/32	1	1100																	
59	59	1393/8	1393/8	0.125	1/32	1/32	Chord	6/8	1	2	1/32			1/32	1	1101																	
59	59	697/4	697/4	0.125	1/16	1/16	Chord	6/8	1	2	1/32			1/32	1	1102																	
59	59	1395/8	1395/8	0.125	3/32	3/32	Chord	6/8	1	2	1/32			1/32	1	1103																	
59	59	349/2	349/2	0.125	1/8	1/8	Chord	6/8	1	2	1/32			1/32	1	1104																	
59	59	1397/8	1397/8	0.125	5/32	5/32	Chord	6/8	1	2	1/32			1/32	1	1105																	
59	59	699/4	699/4	0.125	3/16	3/16	Chord	6/8	1	2	1/32			1/32	1	1106																	
59	59	1399/8	1399/8	0.125	7/32	7/32	Chord	6/8	1	2	1/32			1/32	1	1107																	
59	59	175	175	0.125	1/4	1/4	Chord	6/8	1	2	1/32			1/32	1	1108																	
59	59	1401/8	1401/8	0.125	9/32	9/32	Chord	6/8	1	2	1/32			1/32	1	1109																	
59	59	701/4	701/4	0.125	5/16	5/16	Chord	6/8	1	2	1/32			1/32	1	1110																	
59	59	1403/8	1403/8	0.125	11/32	11/32	Chord	6/8	1	2	1/32			1/32	1	1111																	
59	59	174	174	0.0	0	0	Spanner	6/8	2	1	0																	14	14				
59	59	174	174	0.125	0	0	Chord	6/8	2	1	1/32			1/32	1	1112												14	14				
59	59	1393/8	1393/8	0.125	1/32	1/32	Chord	6/8	2	1	1/32			1/32	1	1113												14	14				
59	59	697/4	697/4	0.125	1/16	1/16	Chord	6/8	2	1	1/32			1/32	1	1114												14	14				
59	59	1395/8	1395/8	0.125	3/32	3/32	Chord	6/8	2	1	1/32			1/32	1	1115												14	14				
59	59	349/2	349/2	0.125	1/8	1/8	Chord	6/8	2	1	1/32			1/32	1	1116												14	14				
59	59	1397/8	1397/8	0.125	5/32	5/32	Chord	6/8	2	1	1/32			1/32	1	1117												14	14				
59	59	699/4	699/4	0.125	3/16	3/16	Chord	6/8	2	1	1/32			1/32	1	1118												14	14				
59	59	1399/8	1399/8	0.125	7/32	7/32	Chord	6/8	2	1	1/32			1/32	1	1119												14	14				
59	59	175	175	0.125	1/4	1/4	Chord	6/8	2	1	1/32			1/32	1	1120												14	14				
59	59	1401/8	1401/8	0.125	9/32	9/32	Chord	6/8	2	1	1/32			1/32	1	1121												14	14				
59	59	701/4	701/4	0.125	5/16	5/16	Chord	6/8	2	1	1/32			1/32	1	1122												14	14				
59	59	1403/8	1403/8	0.0	11/32	11/32	Spanner	6/8	2	1	0																	14, 15	14				
59	59	1403/8	1403/8	0.125	11/32	11/32	Chord	6/8	2	1	1/32			1/32	1	1123												14, 15	14				
59	59	351/2	351/2	0.0	3/8	3/8	Spanner	6/8	2	1	0																						
59	59	351/2	351/2	0.0	3/8	3/8	Spanner	6/8	2	1	0																						
59	59	351/2	351/2	0.0	3/8	3/8	Spanner	6/8	2	1	0																	16	16				
59	59	351/2	351/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1124												16	16				
60	60	177	177	0.0	0	0	Dynamic	6/8	1	1	0						p																
60	60	177	177	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1125																	
60	60	355/2	355/2	0.0	1/8	1/8	Spanner	6/8	1	1	0																						2
60	60	355/2	355/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1126																	2
60	60	178	178	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	1127																	2
60	60	713/4	713/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	1128																	2
60	60	357/2	357/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0						pp																
60	60	357/2	357/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																						
60	60	357/2	357/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1129																	
60	60	179	179	0.0	1/2	1/2	SystemText	6/8	1	1	0								"<i><font size=""12""/>una corda</i>"														
60	60	177	177	0.16666666666666666	0	0	Chord	6/8	1	2	1/24			1/16	2/3	1130																	
60	60	1063/6	1063/6	0.16666666666666666	1/24	1/24	Chord	6/8	1	2	1/24			1/16	2/3	1131																	
60	60	532/3	532/3	0.16666666666666666	1/12	1/12	Chord	6/8	1	2	1/24			1/16	2/3	1132																	
60	60	355/2	355/2	0.125	1/8	1/8	Chord	6/8	1	2	1/32			1/32	1	1133																	
60	60	1421/8	1421/8	0.125	5/32	5/32	Chord	6/8	1	2	1/32			1/32	1	1134																	
60	60	711/4	711/4	0.125	3/16	3/16	Chord	6/8	1	2	1/32			1/32	1	1135																	
60	60	1423/8	1423/8	0.125	7/32	7/32	Chord	6/8	1	2	1/32			1/32	1	1136																	
60	60	178	178	0.125	1/4	1/4	Chord	6/8	1	2	1/32			1/32	1	1137																	
60	60	1425/8	1425/8	0.125	9/32	9/32	Chord	6/8	1	2	1/32			1/32	1	1138																	
60	60	713/4	713/4	0.125	5/16	5/16	Chord	6/8	1	2	1/32			1/32	1	1139																	
60	60	1427/8	1427/8	0.125	11/32	11/32	Chord	6/8	1	2	1/32			1/32	1	1140																	
60	60	177	177	0.0	0	0	Spanner	6/8	2	1	0																						
60	60	177	177	0.0	0	0	Spanner	6/8	2	1	0																	17	17				
60	60	177	177	0.16666666666666666	0	0	Chord	6/8	2	1	1/24			1/16	2/3	1141												17	17				
60	60	1063/6	1063/6	0.16666666666666666	1/24	1/24	Chord	6/8	2	1	1/24			1/16	2/3	1142												17	17				
60	60	532/3	532/3	0.16666666666666666	1/12	1/12	Chord	6/8	2	1	1/24			1/16	2/3	1143												17	17				
60	60	355/2	355/2	0.125	1/8	1/8	Chord	6/8	2	1	1/32			1/32	1	1144												17	17				
60	60	1421/8	1421/8	0.125	5/32	5/32	Chord	6/8	2	1	1/32			1/32	1	1145												17	17				
60	60	711/4	711/4	0.125	3/16	3/16	Chord	6/8	2	1	1/32			1/32	1	1146												17	17				
60	60	1423/8	1423/8	0.125	7/32	7/32	Chord	6/8	2	1	1/32			1/32	1	1147												17	17				
60	60	178	178	0.125	1/4	1/4	Chord	6/8	2	1	1/32			1/32	1	1148												17	17				
60	60	1425/8	1425/8	0.125	9/32	9/32	Chord	6/8	2	1	1/32			1/32	1	1149												17	17				
60	60	713/4	713/4	0.125	5/16	5/16	Chord	6/8	2	1	1/32			1/32	1	1150												17	17				
60	60	1427/8	1427/8	0.125	11/32	11/32	Chord	6/8	2	1	1/32			1/32	1	1151												17	17				
60	60	357/2	357/2	0.0	3/8	3/8	Spanner	6/8	2	1	0																						
60	60	357/2	357/2	0.0	3/8	3/8	Spanner	6/8	2	1	0																	18	18				
60	60	357/2	357/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1152												18	18				
60	60	179	179	0.75	1/2	1/2	Chord	6/8	2	1	3/16			1/8	3/2	1153									65			18	18				
60	60	719/4	719/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1154												18	18				
60	60	355/2	355/2	0.75	1/8	1/8	Chord	6/8	2	2	3/16			1/8	3/2	1155												18	18				
60	60	713/4	713/4	0.25	5/16	5/16	Chord	6/8	2	2	1/16			1/16	1	1156												18	18				
61	61	363/2	363/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1157																	
61	61	365/2	365/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1158																	
61	61	180	180	0.0	0	0	Spanner	6/8	2	1	0																						
61	61	180	180	0.0	0	0	Spanner	6/8	2	1	0																	19	19				
61	61	180	180	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1159												19	19				
61	61	181	181	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1160												19	19				
61	61	363/2	363/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1161												19	19				
61	61	365/2	365/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1162												19	19				
62	62	183	183	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	1163																	
62	62	184	184	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1164																	
62	62	369/2	369/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1165																	
62	62	185	185	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	1166																	
62	62	183	183	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1167												19	19				
62	62	367/2	367/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	1168												19	19				
62	62	369/2	369/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1169												19	19				
62	62	185	185	0.0	1/2	1/2	Spanner	6/8	2	1	0																						
62	62	185	185	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	1170																	
63	63	186	186	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	1171																	
63	63	187	187	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1172									66								
63	63	375/2	375/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1173									66								
63	63	377/2	377/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1174									66								
63	63	186	186	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1175																	
63	63	187	187	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1176									67								
63	63	375/2	375/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1177									67								
63	63	377/2	377/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1178									67								
64	64	189	189	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	1179																	
64	64	190	190	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1180																	
64	64	381/2	381/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1181																	
64	64	383/2	383/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1182																	
64	64	189	189	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1183																	
64	64	190	190	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1184																	
