mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>
124	123	1475/4	1487/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1752							3			
124	123	366	369	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1753									4	4
124	123	733/2	739/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1754									4	4
124	123	367	370	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1755									4	4
124	123	735/2	741/2	0.0		3/8	3/8	Spanner	6/8	2	1	0														
124	123	735/2	741/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1756										
124	123	368	371	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1757										
124	123	737/2	743/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1758										
125	124	369	372	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1759							3			
125	124	1477/4	1489/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1760							3			
125	124	739/2	745/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1761							3			
125	124	1479/4	1491/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1762							3			
125	124	370	373	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1763							3			
125	124	1481/4	1493/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1764							3			
125	124	741/2	747/2	0.0		3/8	3/8	Spanner	6/8	1	1	0														
125	124	741/2	747/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1765										
125	124	1483/4	1495/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1766										
125	124	371	374	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1767										
125	124	1485/4	1497/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1768										
125	124	743/2	749/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1769										
125	124	1487/4	1499/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1770										
125	124	369	372	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1771										
125	124	739/2	745/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1772										
125	124	370	373	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1773										
125	124	741/2	747/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1774										
125	124	371	374	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1775										
125	124	743/2	749/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1776										
126	125	372	375	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1777										
126	125	1489/4	1501/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1778										
126	125	745/2	751/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1779										
126	125	1491/4	1503/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1780										
126	125	373	376	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1781										
126	125	1493/4	1505/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1782										
126	125	747/2	753/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1783										
126	125	1495/4	1507/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1784										
126	125	374	377	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1785										
126	125	1497/4	1509/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1786										
126	125	749/2	755/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1787										
126	125	1499/4	1511/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1788										
126	125	372	375	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1789										
126	125	745/2	751/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1790										
126	125	373	376	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1791										
126	125	747/2	753/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1792										
126	125	374	377	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1793										
126	125	749/2	755/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1794										
127	126	375	378	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1795										
127	126	1501/4	1513/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1796										
127	126	751/2	757/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1797										
127	126	1503/4	1515/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1798										
127	126	376	379	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1799										
127	126	1505/4	1517/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1800										
127	126	753/2	759/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1801										
127	126	1507/4	1519/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1802										
127	126	377	380	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1803										
127	126	1509/4	1521/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1804										
127	126	755/2	761/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1805										
127	126	1511/4	1523/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1806										
127	126	375	378	0.0		0	0	Spanner	6/8	2	1	0													5	5
127	126	375	378	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1807									5	5
127	126	751/2	757/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1808									5	5
127	126	376	379	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1809									5	5
127	126	753/2	759/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1810									5	5
127	126	377	380	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1811									5	5
127	126	755/2	761/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1812									5	5
128	127	378	381	0.0		0	0	Spanner	6/8	1	1	0											4			
128	127	378	381	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1813							4			
128	127	1513/4	1525/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1814							4			
128	127	757/2	763/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1815							4			
128	127	1515/4	1527/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1816							4			
128	127	379	382	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1817							4			
128	127	1517/4	1529/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1818							4			
128	127	759/2	765/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1819							4			
128	127	1519/4	1531/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1820							4			
128	127	380	383	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1821							4			
128	127	1521/4	1533/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1822							4			
128	127	761/2	767/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1823							4			
128	127	1523/4	1535/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1824							4			
128	127	378	381	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1825									5	5
128	127	757/2	763/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1826									5	5
128	127	379	382	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1827									5	5
128	127	759/2	765/2	0.0		3/8	3/8	Spanner	6/8	2	1	0														
128	127	759/2	765/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1828										
128	127	380	383	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1829										
128	127	761/2	767/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1830										
129	128	381	384	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1831							4			
129	128	1525/4	1537/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1832							4			
129	128	763/2	769/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1833							4			
129	128	1527/4	1539/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1834							4			
129	128	382	385	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1835							4			
129	128	1529/4	1541/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1836							4			
129	128	765/2	771/2	0.0		3/8	3/8	Spanner	6/8	1	1	0														
129	128	765/2	771/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1837										
129	128	1531/4	1543/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1838										
129	128	383	386	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1839										
129	128	1533/4	1545/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1840										
129	128	767/2	773/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1841										
129	128	1535/4	1547/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1842										
129	128	381	384	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1843										
129	128	763/2	769/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1844										
129	128	382	385	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1845										
129	128	765/2	771/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1846										
129	128	383	386	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1847										
129	128	767/2	773/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1848										
130	129	384	387	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1849										
130	129	1537/4	1549/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1850										
130	129	769/2	775/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1851										
130	129	1539/4	1551/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1852										
130	129	385	388	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1853										
130	129	1541/4	1553/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1854										
130	129	771/2	777/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1855										
130	129	1543/4	1555/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1856										
130	129	386	389	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1857										
130	129	1545/4	1557/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1858										
130	129	773/2	779/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1859										
130	129	1547/4	1559/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1860										
130	129	384	387	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1861										
130	129	769/2	775/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1862										
130	129	385	388	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1863										
130	129	771/2	777/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1864										
130	129	386	389	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1865										
130	129	773/2	779/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1866										
131	130	387	390	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1867			articStaccatoBelow							
131	130	777/2	783/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1868			articStaccatoAbove							
131	130	387	390	0.0		0	0	Spanner	6/8	2	1	0													6	6
131	130	387	390	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	1869			articStaccatoBelow						6	6
131	130	777/2	783/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1870			articStaccatoBelow						6	6
132	131	390	393	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1871			articStaccatoAbove							
132	131	783/2	789/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1872			articStaccatoAbove							
132	131	390	393	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	1873			articStaccatoBelow						6	6
132	131	783/2	789/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1874			articStaccatoAbove						6	6
133	132	393	396	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1875										
133	132	789/2	795/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1876										
133	132	393	396	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	1877									6	6
133	132	789/2	795/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1878									6	6
134	133	396	399	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1879										
134	133	795/2	801/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1880										
134	133	396	399	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	1881									6	6
134	133	795/2	801/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1882									6	6
135	134	399	402	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1883	ff		articStaccatoBelow							
135	134	801/2	807/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1884			articStaccatoAbove							
135	134	399	402	0.0		0	0	Spanner	6/8	2	1	0														
135	134	399	402	0.0		0	0	Spanner	6/8	2	1	0													7	7
135	134	399	402	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	1885			articStaccatoBelow						7	7
135	134	801/2	807/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1886			articStaccatoBelow						7	7
136	135	402	405	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1887			articStaccatoAbove							
136	135	807/2	813/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1888			articStaccatoAbove							
136	135	402	405	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	1889			articStaccatoBelow						7	7
136	135	807/2	813/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1890			articStaccatoBelow						7	7
137	136	405	408	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1891										
137	136	813/2	819/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1892										
137	136	405	408	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	1893									7	7
137	136	813/2	819/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1894									7	7
138	137	408	411	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1895										
138	137	819/2	825/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1896										
138	137	408	411	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	1897									7	7
138	137	819/2	825/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1898									7	7
139	138	411	414	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1899										
139	138	412	415	0.0		1/4	1/4	Spanner	6/8	1	1	0											5			
139	138	412	415	0.0		1/4	1/4	Chord	6/8	1	1	0	acciaccatura	1/8	1	1900							5			
139	138	412	415	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1901							5			
139	138	1649/4	1661/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1902							5			
139	138	825/2	831/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1903							5			
139	138	827/2	833/2	0.0		5/8	5/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	1904							5			
139	138	827/2	833/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1905							5			
139	138	1655/4	1667/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1906							5			
139	138	411	414	0.0		0	0	Spanner	6/8	2	1	0														
139	138	411	414	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1907										
139	138	823/2	829/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1908										
139	138	412	415	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1909										
139	138	825/2	831/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1910										
139	138	413	416	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1911										
139	138	827/2	833/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1912										
140	139	414	417	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1913							5			
140	139	415	418	0.0		1/4	1/4	Chord	6/8	1	1	0	acciaccatura	1/8	1	1914							5			
140	139	415	418	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1915							5			
140	139	1661/4	1673/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1916							5			
140	139	831/2	837/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1917							5			
140	139	833/2	839/2	0.0		5/8	5/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	1918							5			
140	139	833/2	839/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1919							5			
140	139	1667/4	1679/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1920							5			
140	139	414	417	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1921										
140	139	829/2	835/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1922										
140	139	415	418	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1923										
140	139	831/2	837/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1924										
140	139	416	419	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1925										
140	139	833/2	839/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1926										
141	140	417	420	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1927							5			
141	140	418	421	0.0		1/4	1/4	Chord	6/8	1	1	0	acciaccatura	1/8	1	1928							5			
141	140	418	421	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1929							5			
141	140	1673/4	1685/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1930							5			
141	140	837/2	843/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1931							5			
141	140	839/2	845/2	0.0		5/8	5/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	1932							5			
141	140	839/2	845/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1933							5			
141	140	1679/4	1691/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1934							5			
141	140	417	420	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1935										
141	140	835/2	841/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1936										
141	140	418	421	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1937										
141	140	837/2	843/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1938										
141	140	419	422	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1939										
141	140	839/2	845/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1940										
142	141	420	423	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1941							5			
142	141	841/2	847/2	0.0		1/8	1/8	Spanner	6/8	1	1	0														
142	141	421	424	0.0		1/4	1/4	Chord	6/8	1	1	0	acciaccatura	1/8	1	1942										
142	141	421	424	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1943										
142	141	1685/4	1697/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1944										
142	141	843/2	849/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1945										
142	141	420	423	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1946										
142	141	841/2	847/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1947										
142	141	421	424	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1948										
142	141	843/2	849/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1949										
142	141	422	425	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1950										
142	141	845/2	851/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1951										
143	142	423	426	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1952										
143	142	424	427	0.0		1/4	1/4	Spanner	6/8	1	1	0											6			
143	142	424	427	0.0		1/4	1/4	Chord	6/8	1	1	0	acciaccatura	1/8	1	1953							6			
143	142	424	427	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1954							6			
143	142	1697/4	1709/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1955							6			
143	142	849/2	855/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1956							6			
143	142	851/2	857/2	0.0		5/8	5/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	1957							6			
143	142	851/2	857/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1958							6			
143	142	1703/4	1715/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1959							6			
143	142	423	426	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1960										
143	142	847/2	853/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1961										
143	142	424	427	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1962										
143	142	849/2	855/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1963										
143	142	425	428	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1964										
143	142	851/2	857/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1965										
144	143	426	429	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1966							6			
144	143	427	430	0.0		1/4	1/4	Chord	6/8	1	1	0	acciaccatura	1/8	1	1967							6			
144	143	427	430	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1968							6			
144	143	1709/4	1721/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1969							6			
144	143	855/2	861/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1970							6			
144	143	857/2	863/2	0.0		5/8	5/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	1971							6			
144	143	857/2	863/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1972							6			
144	143	1715/4	1727/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1973							6			
144	143	426	429	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1974										
144	143	853/2	859/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1975										
144	143	427	430	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1976										
144	143	855/2	861/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1977										
144	143	428	431	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1978										
144	143	857/2	863/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1979										
145	144	429	432	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1980							6			
145	144	430	433	0.0		1/4	1/4	Chord	6/8	1	1	0	acciaccatura	1/8	1	1981							6			
145	144	430	433	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1982							6			
145	144	1721/4	1733/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1983							6			
145	144	861/2	867/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1984							6			
145	144	431	434	0.0		1/2	1/2	Spanner	6/8	1	1	0														
145	144	863/2	869/2	0.0		5/8	5/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	1985										
145	144	863/2	869/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1986										
145	144	1727/4	1739/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1987										
145	144	429	432	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1988										
145	144	859/2	865/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1989										
145	144	430	433	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1990										
145	144	861/2	867/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1991										
145	144	431	434	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1992										
145	144	863/2	869/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1993										
146	145	432	435	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1994										
146	145	433	436	0.0		1/4	1/4	Chord	6/8	1	1	0	acciaccatura	1/8	1	1995										
146	145	433	436	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1996										
146	145	1733/4	1745/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1997										
146	145	867/2	873/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1998										
146	145	869/2	875/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1999										
146	145	432	435	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	2000										
146	145	865/2	871/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2001										
146	145	433	436	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2002										
146	145	867/2	873/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2003										
146	145	434	437	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2004				84						
146	145	869/2	875/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2005										
147	146	435	438	0.0		0	0	Spanner	6/8	1	1	0										12				
147	146	435	438	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	2006				85		12				
147	146	873/2	879/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2007				85		12				
147	146	435	438	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	2008						12				
147	146	1741/4	1753/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	2009						12				
147	146	871/2	877/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	2010						12				
147	146	1743/4	1755/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	2011						12				
147	146	436	439	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	2012						12				
147	146	1745/4	1757/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	2013						12				
147	146	873/2	879/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	2014						12				
147	146	1747/4	1759/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	2015						12				
147	146	437	440	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	2016						12				
147	146	1749/4	1761/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	2017						12				
