mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin
68	67	794/3	806/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1075			articStaccatoBelow			
68	67	265	269	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1076			articStaccatoBelow			
68	67	796/3	808/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1077			articStaccatoBelow			
68	67	797/3	809/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1078			articStaccatoBelow			
68	67	266	270	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1079			articStaccatoBelow			
68	67	799/3	811/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1080			articStaccatoBelow			
68	67	800/3	812/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1081			articStaccatoBelow			
68	67	267	271	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1082			articStaccatoBelow			
68	67	802/3	814/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1083			articStaccatoBelow			
68	67	803/3	815/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1084			articStaccatoBelow			
68	67	264	268	0.0		0	0	Dynamic	4/4	2	1	0						ff				
68	67	264	268	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1085						
69	68	268	272	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1086				57		
69	68	269	273	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1087						
69	68	268	272	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1088						
69	68	805/3	817/3	0.3333333333333333		1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1089			articStaccatoBelow			
69	68	806/3	818/3	0.3333333333333333		1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1090			articStaccatoBelow			
69	68	269	273	0.3333333333333333		1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1091			articStaccatoBelow			
69	68	808/3	820/3	0.3333333333333333		1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1092			articStaccatoBelow			
69	68	809/3	821/3	0.3333333333333333		5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1093			articStaccatoBelow			
69	68	270	274	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1094			articStaccatoAbove			
69	68	811/3	823/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1095			articStaccatoAbove			
69	68	812/3	824/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1096			articStaccatoAbove			
69	68	271	275	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1097			articStaccatoAbove			
69	68	814/3	826/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1098			articStaccatoAbove			
69	68	815/3	827/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1099			articStaccatoAbove			
70	69	272	276	0.0		0	0	Dynamic	4/4	1	1	0						sf				
70	69	817/3	829/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1100			articStaccatoBelow			
70	69	818/3	830/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1101			articStaccatoBelow			
70	69	273	277	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1102			articStaccatoBelow			
70	69	820/3	832/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1103			articStaccatoBelow			
70	69	821/3	833/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1104			articStaccatoBelow			
70	69	274	278	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1105			articStaccatoBelow			
70	69	823/3	835/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1106			articStaccatoBelow			
70	69	824/3	836/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1107			articStaccatoBelow			
70	69	275	279	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1108			articStaccatoBelow			
70	69	826/3	838/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1109			articStaccatoBelow			
70	69	827/3	839/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1110			articStaccatoBelow			
70	69	272	276	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1111				58		
70	69	273	277	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1112						
70	69	272	276	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	1113						
71	70	276	280	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1114				59		
71	70	277	281	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1115						
71	70	276	280	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1116						
71	70	829/3	841/3	0.3333333333333333		1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1117			articStaccatoBelow			
71	70	830/3	842/3	0.3333333333333333		1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1118			articStaccatoBelow			
71	70	277	281	0.3333333333333333		1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1119			articStaccatoBelow			
71	70	832/3	844/3	0.3333333333333333		1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1120			articStaccatoBelow			
71	70	833/3	845/3	0.3333333333333333		5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1121			articStaccatoBelow			
71	70	278	282	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1122			articStaccatoAbove			
71	70	835/3	847/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1123			articStaccatoAbove			
71	70	836/3	848/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1124			articStaccatoAbove			
71	70	279	283	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1125			articStaccatoAbove			
71	70	838/3	850/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1126			articStaccatoAbove			
71	70	839/3	851/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1127			articStaccatoAbove			
72	71	280	284	0.0		0	0	Dynamic	4/4	1	1	0						sf				
72	71	841/3	853/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1128			articStaccatoBelow			
72	71	842/3	854/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1129			articStaccatoBelow			
72	71	281	285	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1130			articStaccatoBelow			
72	71	844/3	856/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1131			articStaccatoBelow			
72	71	845/3	857/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1132			articStaccatoBelow			
72	71	282	286	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1133			articStaccatoAbove			
72	71	847/3	859/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1134			articStaccatoAbove			
72	71	848/3	860/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1135			articStaccatoAbove			
72	71	283	287	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1136			articStaccatoAbove			
72	71	850/3	862/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1137			articStaccatoAbove			
72	71	851/3	863/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1138			articStaccatoAbove			
72	71	280	284	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1139				60		
72	71	281	285	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1140						
72	71	280	284	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	1141						
73	72	284	288	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1142			articStaccatoAbove			
73	72	853/3	865/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1143			articStaccatoAbove			
73	72	854/3	866/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1144			articStaccatoAbove			
73	72	285	289	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1145			articStaccatoAbove			
73	72	856/3	868/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1146			articStaccatoAbove			
73	72	857/3	869/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1147			articStaccatoAbove			
73	72	286	290	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1148			articStaccatoAbove			
73	72	859/3	871/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1149			articStaccatoAbove			
73	72	860/3	872/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1150			articStaccatoAbove			
73	72	287	291	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1151			articStaccatoAbove			
73	72	862/3	874/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1152			articStaccatoAbove			
73	72	863/3	875/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1153			articStaccatoAbove			
73	72	284	288	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	1154						
73	72	287	291	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1155						
74	73	288	292	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1156			articStaccatoAbove			
74	73	865/3	877/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1157			articStaccatoAbove			
74	73	866/3	878/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1158			articStaccatoAbove			
74	73	289	293	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1159			articStaccatoAbove			
74	73	868/3	880/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1160			articStaccatoAbove			
74	73	869/3	881/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1161			articStaccatoAbove			
74	73	290	294	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1162			articStaccatoAbove			
74	73	871/3	883/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1163			articStaccatoAbove			
74	73	872/3	884/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1164			articStaccatoAbove			
74	73	291	295	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1165			articStaccatoAbove			
74	73	874/3	886/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1166			articStaccatoAbove			
74	73	875/3	887/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1167			articStaccatoAbove			
74	73	288	292	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1168						
74	73	289	293	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1169						
74	73	290	294	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1170						
74	73	291	295	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1171						
75	74	292	296	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1172			articStaccatoAbove			
75	74	877/3	889/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1173			articStaccatoAbove			
75	74	878/3	890/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1174			articStaccatoAbove			
75	74	293	297	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1175			articStaccatoAbove			
75	74	880/3	892/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1176			articStaccatoAbove			
75	74	881/3	893/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1177			articStaccatoAbove			
75	74	294	298	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1178			articStaccatoAbove			
75	74	883/3	895/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1179			articStaccatoAbove			
75	74	884/3	896/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1180			articStaccatoAbove			
75	74	295	299	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1181			articStaccatoAbove			
75	74	886/3	898/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1182			articStaccatoAbove			
75	74	887/3	899/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1183			articStaccatoAbove			
75	74	292	296	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1184						
76	75	889/3	901/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1185			articStaccatoAbove			
76	75	890/3	902/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1186			articStaccatoAbove			
76	75	297	301	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1187			articStaccatoAbove			
76	75	892/3	904/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1188			articStaccatoAbove			
76	75	893/3	905/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1189			articStaccatoAbove			
76	75	298	302	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1190			articStaccatoAbove			
76	75	895/3	907/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1191			articStaccatoAbove			
76	75	896/3	908/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1192			articStaccatoAbove			
76	75	299	303	0.0		3/4	3/4	Dynamic	4/4	1	1	0						sf				
76	75	299	303	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1193				61		
76	75	898/3	910/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1194						
76	75	899/3	911/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1195			articStaccatoAbove			
76	75	296	300	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1196						
76	75	297	301	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1197						
76	75	299	303	0.75		3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	1198						
76	75	1199/4	1215/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1199						
77	76	901/3	913/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1200			articStaccatoAbove			
77	76	902/3	914/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1201			articStaccatoAbove			
77	76	301	305	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1202			articStaccatoAbove			
77	76	904/3	916/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1203			articStaccatoAbove			
77	76	905/3	917/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1204			articStaccatoAbove			
77	76	302	306	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1205			articStaccatoAbove			
77	76	907/3	919/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1206			articStaccatoAbove			
77	76	908/3	920/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1207			articStaccatoAbove			
77	76	303	307	0.0		3/4	3/4	Dynamic	4/4	1	1	0						sf				
77	76	303	307	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1208				62		
77	76	910/3	922/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1209						
77	76	911/3	923/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1210			articStaccatoAbove			
77	76	303	307	0.75		3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	1211						
77	76	1215/4	1231/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1212						
77	76	300	304	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	1213						
77	76	301	305	1.0		1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1214						
77	76	303	307	0.75		3/4	3/4	Chord	4/4	2	2	3/16		1/8	3/2	1215						
77	76	1215/4	1231/4	0.25		15/16	15/16	Chord	4/4	2	2	1/16		1/16	1	1216						
78	77	913/3	925/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1217			articStaccatoBelow			
78	77	914/3	926/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1218			articStaccatoBelow			
78	77	305	309	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1219			articStaccatoAbove			
78	77	916/3	928/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1220			articStaccatoAbove			
78	77	917/3	929/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1221			articStaccatoAbove			
78	77	306	310	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1222			articStaccatoAbove			
78	77	919/3	931/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1223			articStaccatoAbove			
78	77	920/3	932/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1224			articStaccatoAbove			
78	77	307	311	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1225			articStaccatoAbove			
78	77	922/3	934/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1226			articStaccatoAbove			
78	77	923/3	935/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1227			articStaccatoAbove			
78	77	305	309	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1228						
78	77	304	308	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1229						
79	78	308	312	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1230			articStaccatoAbove			
79	78	925/3	937/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1231			articStaccatoAbove			
79	78	926/3	938/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1232			articStaccatoAbove			
79	78	309	313	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1233			articStaccatoAbove			
79	78	928/3	940/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1234			articStaccatoAbove			
79	78	929/3	941/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1235			articStaccatoAbove			
79	78	310	314	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf				
79	78	310	314	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1236				63		
79	78	931/3	943/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1237						
79	78	932/3	944/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1238			articStaccatoAbove			
79	78	311	315	0.0		3/4	3/4	Dynamic	4/4	1	1	0						sf				
79	78	311	315	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1239				64		
79	78	934/3	946/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1240						
79	78	935/3	947/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1241			articStaccatoAbove			
79	78	309	313	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1242						
79	78	310	314	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1243						
79	78	311	315	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1244						
80	79	312	316	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1245			articStaccatoAbove			
80	79	937/3	949/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1246			articStaccatoAbove			
80	79	938/3	950/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1247			articStaccatoAbove			
80	79	313	317	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1248			articStaccatoAbove			
80	79	940/3	952/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1249			articStaccatoAbove			
80	79	941/3	953/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1250			articStaccatoAbove			
80	79	314	318	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1251						
80	79	312	316	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1252						
80	79	943/3	955/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1253			articStaccatoAbove			
80	79	944/3	956/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1254			articStaccatoAbove			
80	79	315	319	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1255			articStaccatoAbove			
80	79	946/3	958/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1256			articStaccatoAbove			
80	79	947/3	959/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1257			articStaccatoAbove			
81	80	316	320	0.0		0	0	Dynamic	4/4	1	1	0						pp				
81	80	316	320	0.0		0	0	Dynamic	4/4	1	1	0						other-dynamics				
81	80	316	320	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1258				65		
81	80	949/3	961/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1259				65		
81	80	950/3	962/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1260				65		
81	80	317	321	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1261				65		
81	80	952/3	964/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1262				65		
81	80	953/3	965/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1263				65		
81	80	318	322	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1264				65		
81	80	955/3	967/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1265				65		
81	80	956/3	968/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1266				65		
81	80	319	323	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1267				65		
81	80	958/3	970/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1268				65		
81	80	959/3	971/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1269						
81	80	316	320	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1270						
82	81	320	324	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1271				66		
82	81	321	325	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1272						
82	81	320	324	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1273						
82	81	961/3	973/3	0.3333333333333333		1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1274				67		
82	81	962/3	974/3	0.3333333333333333		1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1275				67		
82	81	321	325	0.3333333333333333		1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1276				67		
82	81	964/3	976/3	0.3333333333333333		1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1277				67		
82	81	965/3	977/3	0.3333333333333333		5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1278				67		
82	81	322	326	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1279				67		
82	81	967/3	979/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1280				67		
82	81	968/3	980/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1281				67		
82	81	323	327	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1282				67		
82	81	970/3	982/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1283				67		
82	81	971/3	983/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1284						
83	82	973/3	985/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1285				68		
83	82	974/3	986/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1286				68		
83	82	325	329	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1287				68		
83	82	976/3	988/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1288				68		
83	82	977/3	989/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1289				68		
83	82	326	330	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1290				68		
83	82	979/3	991/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1291				68		
83	82	980/3	992/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1292				68		
83	82	327	331	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1293				68		
83	82	982/3	994/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1294				68		
83	82	983/3	995/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1295						
83	82	324	328	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1296				69		
83	82	325	329	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1297						
83	82	324	328	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	1298						
84	83	328	332	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1299				70		
